order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO-14448,72,272,2018-06-07,2018-06-12,2018-06-20,251.82,3,83.94
SO-14449,48,312,2020-09-19,2020-09-26,2020-09-30,232.59,3,77.53
SO-14450,14,127,2020-11-11,2020-11-14,2020-11-21,7662.48,3,2554.16
SO-12224,15,368,2021-09-18,2021-09-23,2021-10-02,4293.1,1,4293.1
SO-11215,26,332,2021-05-10,2021-05-14,2021-05-20,773.0,5,154.6
SO-12260,86,300,2023-06-05,2023-06-13,2023-06-14,29.96,1,29.96
SO-10371,78,65,2022-05-16,2022-05-29,2022-06-03,75.43,1,75.43
SO-12884,88,315,2018-12-08,2018-12-20,2018-12-20,411.45,5,82.29
SO-13729,51,291,2018-11-06,2018-11-19,2018-11-24,1657.08,4,414.27
SO-14461,18,290,2023-10-06,2023-10-17,2023-10-24,12154.44,4,3038.61
SO-14464,108,374,2018-11-28,2018-12-04,,84.41,1,84.41
SO-14465,17,398,2022-03-26,2022-04-07,2022-04-15,6644.86,2,3322.43
SO-14467,82,178,2018-08-15,2018-08-18,2018-08-27,274.71,3,91.57
SO-14468,35,5,2024-10-12,2024-10-25,2024-10-28,1374.6,3,458.2
SO-14469,69,365,2019-08-22,2019-08-26,2019-09-01,519.5,5,103.9
SO-11301,17,229,2019-12-08,2019-12-10,2019-12-10,8494.83,3,2831.61
SO-14473,20,2,2019-02-08,2019-02-12,2019-02-20,15205.9,5,3041.18
SO-14476,26,351,2018-11-11,2018-11-24,2018-12-04,650.16,4,162.54
SO-14477,31,276,2024-05-04,2024-05-15,2024-05-25,548.01,1,548.01
SO-14480,2,239,2023-09-22,2023-10-02,2023-10-06,12086.04,4,3021.51
SO-14481,33,358,2019-02-13,2019-02-26,2019-02-26,1304.88,4,326.22
SO-14483,112,407,2018-04-23,2018-05-06,2018-05-16,477.0,5,95.4
SO-14486,48,42,2019-03-28,2019-04-10,2019-04-19,94.69,1,94.69
SO-14488,54,311,2023-04-20,2023-04-23,2023-05-02,1266.24,4,316.56
SO-14490,64,41,2020-08-25,2020-09-02,2020-09-09,102.01,1,102.01
SO-14492,31,300,2021-12-22,2021-12-29,2021-12-30,1128.06,2,564.03
SO-14495,29,482,2018-04-14,2018-04-20,2018-04-25,985.6,4,246.4
SO-14497,96,147,2018-07-10,2018-07-13,2018-07-15,453.38,2,226.69
SO-13176,9,155,2021-05-02,2021-05-15,2021-05-21,8585.08,4,2146.27
SO-14500,10,413,2023-02-16,2023-02-23,2023-02-24,8431.26,3,2810.42
SO-14501,15,308,2022-06-14,2022-06-23,2022-06-29,8946.62,2,4473.31
SO-14503,41,194,2024-01-16,2024-01-26,2024-02-01,2834.05,5,566.81
SO-14506,100,493,2020-08-05,2020-08-06,2020-08-06,724.98,3,241.66
SO-14508,94,117,2018-11-19,2018-12-02,2018-12-07,228.65,5,45.73
SO-14511,15,339,2019-11-18,2019-11-26,2019-11-26,14996.48,4,3749.12
SO-14512,49,381,2019-08-18,2019-08-28,2019-08-29,402.95,1,402.95
SO-14513,67,99,2018-03-25,2018-03-27,2018-04-04,368.57,1,368.57
SO-14514,109,424,2023-05-22,2023-05-28,2023-06-07,898.96,4,224.74
SO-14516,107,296,2023-05-09,2023-05-14,2023-05-23,740.8,5,148.16
SO-14517,14,252,2019-05-24,2019-05-26,2019-05-30,13103.5,5,2620.7
SO-14186,13,284,2024-12-13,2024-12-22,,1366.18,1,1366.18
SO-14523,103,351,2021-07-07,2021-07-14,2021-07-17,188.93,1,188.93
SO-14525,107,181,2023-01-12,2023-01-26,2023-01-28,524.52,4,131.13
SO-14528,65,37,2018-12-30,2019-01-09,2019-01-12,3582.7,5,716.54
SO-11383,51,272,2019-11-14,2019-11-26,,495.79,1,495.79
SO-12475,25,408,2019-12-05,2019-12-07,2019-12-13,401.14,2,200.57
SO-14532,10,241,2024-11-19,2024-12-03,2024-12-11,8720.52,3,2906.84
SO-14535,107,29,2020-09-20,2020-09-28,2020-10-08,311.38,2,155.69
SO-14538,29,175,2022-09-21,2022-10-05,2022-10-08,1548.4,5,309.68
SO-10637,94,112,2024-10-08,2024-10-19,2024-10-21,89.78,2,44.89
SO-14542,9,427,2024-09-24,2024-10-06,2024-10-08,7338.69,3,2446.23
SO-14544,107,253,2022-09-21,2022-09-24,2022-09-25,321.76,2,160.88
SO-14546,30,293,2024-09-16,2024-09-21,2024-09-26,915.48,3,305.16
SO-14547,13,161,2022-05-15,2022-05-19,2022-05-19,5383.05,5,1076.61
SO-14550,85,378,2021-10-15,2021-10-28,2021-11-06,76.81,1,76.81
SO-14553,69,238,2019-07-10,2019-07-21,2019-07-25,105.85,1,105.85
SO-14554,59,248,2020-02-10,2020-02-16,2020-02-26,361.42,1,361.42
SO-14557,61,99,2022-10-23,2022-10-31,2022-10-31,823.12,4,205.78
SO-14429,91,471,2020-01-09,2020-01-14,2020-01-16,459.14,2,229.57
SO-14561,102,430,2020-07-29,2020-08-11,2020-08-11,691.84,4,172.96
SO-14563,2,49,2024-02-08,2024-02-10,2024-02-20,8644.65,3,2881.55
SO-14565,20,343,2018-05-07,2018-05-10,,7509.86,2,3754.93
SO-14567,53,180,2019-01-08,2019-01-10,2019-01-20,1573.25,5,314.65
SO-14568,79,411,2024-06-17,2024-06-22,2024-06-23,154.98,3,51.66
SO-14569,60,20,2021-08-03,2021-08-08,2021-08-18,1105.18,2,552.59
SO-14570,66,466,2020-01-04,2020-01-11,2020-01-12,434.72,1,434.72
SO-14571,96,296,2024-08-28,2024-08-31,2024-08-31,391.1,2,195.55
SO-13678,77,89,2019-11-19,2019-11-29,2019-12-04,159.56,2,79.78
SO-14576,106,278,2020-02-25,2020-03-06,2020-03-16,25.5,1,25.5
SO-14578,84,324,2019-09-02,2019-09-07,2019-09-07,122.16,4,30.54
SO-14579,26,413,2021-05-13,2021-05-24,2021-06-01,834.25,5,166.85
SO-14580,95,270,2022-04-11,2022-04-18,2022-04-27,236.1,3,78.7
SO-14582,23,146,2020-10-17,2020-10-29,2020-11-06,658.04,2,329.02
SO-14583,58,138,2020-04-16,2020-04-22,2020-04-22,1154.95,5,230.99
SO-14586,104,319,2022-03-09,2022-03-19,2022-03-23,473.68,4,118.42
SO-14589,112,492,2022-09-25,2022-09-30,2022-10-05,161.82,2,80.91
SO-14590,34,235,2019-05-26,2019-06-08,2019-06-16,1667.05,5,333.41
SO-14592,18,282,2023-09-15,2023-09-23,2023-09-26,12627.96,3,4209.32
SO-14594,67,493,2022-11-12,2022-11-19,2022-11-26,1899.65,5,379.93
SO-14595,59,359,2018-04-02,2018-04-16,2018-04-22,1584.05,5,316.81
SO-14596,4,494,2020-05-30,2020-06-12,2020-06-20,12759.69,3,4253.23
SO-14598,51,246,2022-01-08,2022-01-15,2022-01-21,1145.22,3,381.74
SO-14599,88,50,2022-04-24,2022-05-02,2022-05-12,228.36,3,76.12
SO-14602,27,497,2022-02-16,2022-02-26,2022-03-08,2219.92,4,554.98
SO-14604,42,389,2018-03-10,2018-03-21,2018-03-26,2299.68,4,574.92
SO-14606,40,24,2019-07-10,2019-07-24,2019-07-28,320.74,2,160.37
SO-10016,22,461,2021-09-18,2021-10-01,2021-10-08,1847.26,1,1847.26
SO-14612,110,124,2024-01-17,2024-01-23,2024-01-30,828.08,4,207.02
SO-14613,81,211,2020-10-18,2020-10-27,2020-11-06,167.07,3,55.69
SO-14614,86,198,2020-03-13,2020-03-19,2020-03-27,86.76,3,28.92
SO-12098,57,282,2024-06-25,2024-07-02,2024-07-11,1188.24,3,396.08
SO-14618,65,441,2022-02-19,2022-02-22,2022-03-01,2443.48,4,610.87
SO-14620,42,213,2019-08-24,2019-08-25,2019-08-28,2150.04,4,537.51
SO-14622,52,261,2024-09-14,2024-09-21,2024-09-24,456.02,2,228.01
SO-14624,57,348,2022-09-24,2022-09-26,2022-10-03,450.77,1,450.77
SO-14626,111,183,2023-03-04,2023-03-12,2023-03-18,524.08,2,262.04
SO-14628,69,161,2018-06-18,2018-06-27,2018-07-06,589.05,5,117.81
SO-14630,99,440,2022-03-14,2022-03-24,2022-03-28,427.74,3,142.58
SO-14631,76,182,2020-02-19,2020-02-27,2020-03-05,219.99,3,73.33
SO-14633,50,239,2022-09-16,2022-09-25,2022-10-02,272.4,3,90.8
SO-14635,60,182,2018-11-26,2018-12-01,2018-12-10,2249.56,4,562.39
SO-14636,84,398,2020-05-01,2020-05-02,2020-05-11,133.9,5,26.78
SO-14638,95,18,2022-08-03,2022-08-09,2022-08-15,235.68,3,78.56
SO-14640,32,269,2021-09-28,2021-10-09,2021-10-19,1312.28,4,328.07
SO-14643,17,483,2022-08-13,2022-08-20,2022-08-20,3643.63,1,3643.63
SO-14646,95,41,2018-10-15,2018-10-16,2018-10-19,225.54,3,75.18
SO-11872,77,353,2024-09-14,2024-09-23,2024-10-02,471.05,5,94.21
SO-14650,41,258,2020-05-30,2020-06-11,2020-06-18,1640.13,3,546.71
SO-14652,12,262,2022-07-31,2022-08-09,2022-08-16,2019.58,1,2019.58
SO-14655,110,401,2022-04-20,2022-04-29,2022-05-01,806.5,5,161.3
SO-14658,76,192,2018-03-10,2018-03-19,2018-03-29,280.15,5,56.03
SO-14659,94,93,2024-06-10,2024-06-22,,154.28,4,38.57
SO-14568,88,124,2024-12-27,2025-01-05,2025-01-11,187.58,2,93.79
SO-14662,69,199,2022-03-21,2022-03-22,2022-03-26,388.8,4,97.2
SO-12247,33,233,2023-08-12,2023-08-18,2023-08-20,849.42,3,283.14
SO-14666,34,145,2019-02-27,2019-02-28,2019-03-10,839.72,2,419.86
SO-14668,11,276,2022-07-23,2022-07-30,2022-08-03,15865.56,4,3966.39
SO-14670,10,259,2020-02-09,2020-02-10,2020-02-12,9481.44,3,3160.48
SO-14672,69,418,2018-11-18,2018-11-24,2018-11-27,592.6,5,118.52
SO-14673,63,282,2024-10-03,2024-10-09,2024-10-14,247.1,5,49.42
SO-14676,102,499,2018-11-08,2018-11-11,2018-11-19,618.24,4,154.56
SO-14677,49,236,2021-11-14,2021-11-27,2021-12-06,720.58,2,360.29
SO-12018,69,391,2024-05-31,2024-06-02,2024-06-10,111.62,1,111.62
SO-14681,25,133,2019-06-05,2019-06-17,2019-06-26,342.52,2,171.26
SO-14684,60,382,2020-09-18,2020-10-01,2020-10-01,3184.25,5,636.85
SO-14686,25,152,2019-01-07,2019-01-09,2019-01-13,631.6,4,157.9
SO-10907,26,435,2018-08-10,2018-08-12,2018-08-17,273.98,2,136.99
SO-14691,12,344,2019-02-13,2019-02-14,2019-02-23,8305.88,4,2076.47
SO-14693,53,380,2022-11-06,2022-11-10,2022-11-14,1121.94,3,373.98
SO-12838,77,303,2019-02-07,2019-02-10,2019-02-16,488.5,5,97.7
SO-14697,11,479,2024-12-06,2024-12-18,2024-12-19,3888.34,1,3888.34
SO-14700,49,354,2024-11-27,2024-11-29,2024-11-29,448.72,1,448.72
SO-14140,17,82,2020-10-21,2020-10-24,2020-10-25,13183.48,4,3295.87
SO-14704,82,416,2023-08-07,2023-08-13,2023-08-23,326.44,4,81.61
SO-14706,19,16,2023-12-08,2023-12-12,2023-12-22,5747.7,3,1915.9
SO-14707,45,292,2020-08-01,2020-08-04,2020-08-14,1633.32,3,544.44
SO-14710,26,81,2019-08-21,2019-08-22,2019-08-22,732.52,4,183.13
SO-14711,33,413,2020-02-23,2020-03-03,2020-03-10,253.94,1,253.94
SO-14714,104,23,2021-09-18,2021-09-29,2021-10-07,113.65,1,113.65
SO-13486,104,195,2018-06-29,2018-07-04,2018-07-12,95.08,1,95.08
SO-14717,109,154,2023-05-09,2023-05-14,2023-05-21,947.64,4,236.91
SO-14718,33,446,2018-12-08,2018-12-19,2018-12-27,1439.1,5,287.82
SO-14719,13,462,2022-05-13,2022-05-19,2022-05-29,3448.08,3,1149.36
SO-14722,66,227,2022-04-10,2022-04-16,2022-04-22,2675.4,5,535.08
SO-14723,54,332,2019-06-09,2019-06-12,2019-06-21,375.57,1,375.57
SO-14726,49,5,2021-02-18,2021-02-26,2021-03-07,1256.52,3,418.84
SO-14729,2,110,2023-09-16,2023-09-17,2023-09-20,8131.47,3,2710.49
SO-13900,103,392,2021-08-14,2021-08-26,2021-08-29,725.15,5,145.03
SO-14733,34,236,2024-04-26,2024-05-08,2024-05-08,1011.81,3,337.27
SO-14734,95,210,2023-04-27,2023-05-01,2023-05-11,80.81,1,80.81
SO-14736,64,5,2024-03-29,2024-04-03,2024-04-11,465.4,5,93.08
SO-14738,49,353,2019-09-04,2019-09-14,2019-09-16,1299.0,3,433.0
SO-14739,68,464,2019-11-06,2019-11-18,2019-11-26,52.19,1,52.19
SO-14740,6,224,2023-09-20,2023-09-29,2023-10-04,11123.8,4,2780.95
SO-14742,82,254,2023-08-20,2023-08-21,2023-08-30,339.4,4,84.85
SO-14745,36,295,2021-08-26,2021-09-09,2021-09-18,1007.04,4,251.76
SO-14747,42,460,2021-11-12,2021-11-23,2021-11-28,3087.95,5,617.59
SO-14750,91,235,2021-02-06,2021-02-08,2021-02-18,233.83,1,233.83
SO-14751,55,228,2021-08-16,2021-08-29,2021-08-30,334.92,1,334.92
SO-14753,79,209,2021-12-27,2022-01-09,2022-01-14,56.27,1,56.27
SO-14756,52,226,2023-12-09,,2023-12-25,598.36,2,299.18
SO-10195,45,378,2023-08-28,2023-09-11,2023-09-13,605.67,1,605.67
SO-14760,42,295,2023-05-02,2023-05-13,2023-05-23,1058.3,2,529.15
SO-14763,102,382,2020-05-30,2020-06-04,2020-06-14,729.2,5,145.84
SO-14766,99,131,2022-11-21,2022-12-02,2022-12-02,149.45,1,149.45
SO-14767,26,466,2021-05-13,2021-05-22,2021-05-22,179.2,1,179.2
SO-14769,102,452,2023-11-29,2023-12-06,2023-12-12,569.84,4,142.46
SO-14770,45,126,2024-07-27,2024-07-30,2024-08-05,566.37,1,566.37
SO-14772,82,359,2019-07-19,2019-07-27,2019-07-29,95.34,1,95.34
SO-14774,80,294,2018-09-15,2018-09-17,2018-09-26,109.58,2,54.79
SO-14777,88,79,2023-08-16,2023-08-22,2023-08-22,191.18,2,95.59
SO-14780,109,402,2020-06-09,2020-06-18,2020-06-21,235.52,1,235.52
SO-14781,21,198,2020-01-18,2020-01-25,2020-01-29,1338.84,2,669.42
SO-14783,96,203,2018-01-11,,2018-01-27,1164.7,5,232.94
SO-14786,101,458,2024-04-23,2024-05-05,2024-05-14,127.61,1,127.61
SO-13242,74,347,2021-02-09,2021-02-14,2021-02-15,165.72,3,55.24
SO-14789,80,278,2019-12-30,2020-01-08,2020-01-18,103.1,2,51.55
SO-14791,57,223,2021-12-06,2021-12-13,2021-12-18,2591.0,5,518.2
SO-14794,34,333,2020-05-11,2020-05-22,2020-05-26,856.1,2,428.05
SO-14796,111,211,2024-04-27,2024-04-30,2024-05-02,274.6,1,274.6
SO-14798,52,485,2020-09-14,2020-09-19,2020-09-20,711.18,3,237.06
SO-14801,7,57,2019-05-20,2019-05-26,2019-06-05,1632.72,3,544.24
SO-14803,31,340,2018-10-21,2018-11-04,2018-11-14,1667.49,3,555.83
SO-14805,65,173,2022-07-02,2022-07-07,2022-07-08,1218.52,2,609.26
SO-14806,51,274,2021-09-08,2021-09-19,2021-09-24,1654.8,4,413.7
SO-14809,47,495,2022-03-08,2022-03-14,2022-03-22,188.25,1,188.25
SO-12969,63,383,2024-09-14,2024-09-19,2024-09-26,153.6,3,51.2
SO-14814,82,61,2020-03-03,2020-03-10,2020-03-12,165.8,2,82.9
SO-14816,1,154,2018-03-16,2018-03-24,2018-03-25,11810.46,3,3936.82
SO-14817,33,374,2023-07-12,2023-07-23,2023-08-01,1232.28,4,308.07
SO-14818,72,179,2021-08-01,2021-08-11,2021-08-16,75.76,1,75.76
SO-14820,5,63,2023-03-06,2023-03-07,2023-03-10,18544.3,5,3708.86
SO-14823,4,338,2018-06-11,2018-06-24,2018-06-25,16777.32,4,4194.33
SO-11967,74,18,2023-06-26,2023-07-05,2023-07-11,238.95,5,47.79
SO-14826,96,409,2022-02-04,2022-02-14,2022-02-17,1162.55,5,232.51
SO-14827,46,102,2022-10-21,2022-10-29,2022-11-01,198.93,3,66.31
SO-14828,63,30,2023-02-05,2023-02-08,2023-02-10,227.35,5,45.47
SO-14830,105,55,2020-03-05,2020-03-15,2020-03-15,29.04,1,29.04
SO-14831,64,326,2021-06-22,2021-07-02,2021-07-05,372.48,4,93.12
SO-14834,73,212,2022-12-14,,2022-12-28,107.55,3,35.85
SO-14837,2,341,2018-07-31,2018-08-08,2018-08-18,6804.84,2,3402.42
SO-14838,50,423,2018-04-14,2018-04-23,2018-04-25,288.9,3,96.3
SO-14840,104,303,2020-12-19,2020-12-31,2021-01-01,239.82,2,119.91
SO-14843,14,46,2019-06-02,2019-06-13,2019-06-15,5153.9,2,2576.95
SO-14845,111,82,2022-03-27,2022-03-29,2022-03-30,1234.8,5,246.96
SO-14847,104,317,2021-06-07,2021-06-14,2021-06-19,490.44,4,122.61
SO-14850,28,93,2022-03-16,2022-03-27,2022-04-01,984.03,3,328.01
SO-14853,69,341,2021-11-04,2021-11-06,2021-11-09,472.12,4,118.03
SO-14854,8,106,2024-03-13,2024-03-27,2024-04-06,7876.6,5,1575.32
SO-14856,66,155,2019-02-13,2019-02-22,2019-02-26,2352.84,4,588.21
SO-12739,34,339,2023-11-10,2023-11-14,2023-11-17,696.38,2,348.19
SO-14858,70,107,2022-05-14,2022-05-15,2022-05-18,65.83,1,65.83
SO-14860,6,375,2024-06-05,2024-06-06,2024-06-12,10765.04,4,2691.26
SO-14861,95,310,2022-03-09,2022-03-10,2022-03-17,307.36,4,76.84
SO-14862,64,76,2018-06-21,2018-06-26,2018-07-04,534.85,5,106.97
SO-14865,50,417,2024-06-10,2024-06-14,2024-06-14,242.18,2,121.09
SO-13119,102,206,2020-11-17,2020-11-27,2020-12-03,611.44,4,152.86
SO-14870,88,11,2022-05-04,2022-05-17,2022-05-21,349.85,5,69.97
SO-13674,30,153,2019-06-20,2019-06-26,2019-07-06,375.03,1,375.03
SO-14874,111,192,2024-04-07,2024-04-17,2024-04-18,478.96,2,239.48
SO-14875,60,142,2019-12-19,2019-12-21,2019-12-26,1014.98,2,507.49
SO-14877,22,206,2018-01-15,2018-01-18,2018-01-20,1926.66,1,1926.66
SO-14880,59,188,2021-02-05,2021-02-14,2021-02-14,831.3,2,415.65
SO-14882,70,119,2023-08-25,2023-09-08,2023-09-12,139.16,2,69.58
SO-14884,31,454,2021-08-29,2021-09-12,2021-09-13,1961.48,4,490.37
SO-14887,91,177,2019-05-16,2019-05-17,2019-05-19,205.04,1,205.04
SO-14890,32,97,2018-12-22,2019-01-01,2019-01-06,1034.01,3,344.67
SO-13886,29,174,2024-10-05,2024-10-13,2024-10-14,1242.96,4,310.74
SO-14893,53,257,2023-01-25,2023-01-26,2023-02-04,832.47,3,277.49
SO-14895,12,494,2022-05-26,2022-05-31,2022-06-08,4722.88,2,2361.44
SO-14897,50,287,2020-11-26,2020-11-28,2020-12-06,467.2,4,116.8
SO-14898,2,199,2021-02-20,2021-02-24,2021-02-28,10623.9,3,3541.3
SO-14901,59,347,2020-08-13,2020-08-27,2020-08-28,1611.8,4,402.95
SO-14903,96,425,2023-01-23,2023-01-29,2023-02-05,744.48,3,248.16
SO-13745,69,440,2018-06-26,2018-07-06,2018-07-10,445.52,4,111.38
SO-14907,3,439,2021-10-28,2021-11-11,2021-11-15,5647.7,2,2823.85
SO-14909,105,297,2021-05-09,2021-05-22,2021-05-29,139.16,4,34.79
SO-10747,61,201,2021-06-10,2021-06-18,2021-06-23,613.77,3,204.59
SO-14913,22,199,2024-06-19,2024-06-23,2024-06-27,9356.55,5,1871.31
SO-14916,2,312,2023-09-10,2023-09-15,2023-09-25,12491.12,4,3122.78
SO-14918,93,303,2024-09-13,2024-09-16,2024-09-26,190.8,4,47.7
SO-14920,5,320,2022-12-19,2022-12-27,2023-01-03,13832.56,4,3458.14
SO-14923,106,209,2019-08-15,2019-08-22,2019-08-25,90.96,4,22.74
SO-14925,9,344,2018-12-16,2018-12-17,2018-12-24,5569.32,2,2784.66
SO-14926,85,407,2018-05-14,2018-05-21,2018-05-29,136.22,2,68.11
SO-14927,7,404,2019-08-10,2019-08-14,2019-08-23,3142.05,5,628.41
SO-14930,4,428,2022-03-28,,2022-04-11,8211.88,2,4105.94
SO-14931,44,225,2024-01-12,2024-01-19,2024-01-24,240.02,2,120.01
SO-14934,107,25,2018-05-16,2018-05-29,2018-06-04,415.65,3,138.55
SO-14936,100,485,2021-10-27,2021-10-31,2021-11-01,274.48,1,274.48
SO-14937,33,86,2022-01-23,,2022-02-02,580.22,2,290.11
SO-14939,17,187,2021-09-26,2021-10-09,2021-10-09,13275.52,4,3318.88
SO-13499,70,204,2018-04-23,2018-05-04,2018-05-06,59.83,1,59.83
SO-14943,5,462,2019-01-17,2019-01-27,2019-02-01,16221.65,5,3244.33
SO-14946,85,68,2024-01-21,2024-02-03,2024-02-10,368.95,5,73.79
SO-14947,106,409,2018-11-09,2018-11-14,2018-11-16,70.44,3,23.48
SO-14949,86,296,2022-05-26,2022-05-31,2022-06-04,31.07,1,31.07
SO-14952,1,242,2018-01-19,2018-01-20,2018-01-25,4337.88,1,4337.88
SO-14953,20,481,2018-03-28,2018-03-31,,7336.0,2,3668.0
SO-14955,47,153,2022-02-10,2022-02-15,2022-02-16,628.92,4,157.23
SO-14956,8,445,2021-01-07,2021-01-14,2021-01-20,4069.06,2,2034.53
SO-14958,22,208,2024-05-28,2024-06-05,2024-06-09,5289.81,3,1763.27
SO-14960,69,466,2021-10-31,2021-11-05,2021-11-13,187.2,2,93.6
SO-10415,31,353,2024-03-24,,2024-04-03,2790.25,5,558.05
SO-14963,58,305,2019-09-21,2019-09-25,2019-09-27,822.16,4,205.54
SO-14966,13,318,2023-03-01,2023-03-02,2023-03-03,3001.17,3,1000.39
SO-14968,86,68,2018-04-24,2018-05-04,2018-05-06,82.17,3,27.39
SO-14431,93,370,2021-12-16,2021-12-19,2021-12-22,118.58,2,59.29
SO-14974,83,436,2020-03-20,2020-04-02,2020-04-09,307.8,5,61.56
SO-14977,48,469,2021-08-14,2021-08-27,2021-08-28,88.95,1,88.95
SO-10081,77,85,2018-03-21,2018-04-03,2018-04-10,290.76,3,96.92
SO-11793,39,288,2023-03-31,2023-04-14,2023-04-17,2544.3,5,508.86
SO-14983,9,92,2021-05-15,2021-05-26,2021-06-04,10319.12,4,2579.78
SO-14985,62,88,2020-11-22,2020-11-27,2020-11-30,258.09,3,86.03
SO-14987,67,254,2019-11-06,2019-11-16,2019-11-22,1116.84,3,372.28
SO-14989,29,458,2023-10-25,2023-11-08,2023-11-18,302.35,1,302.35
SO-14990,35,476,2023-12-28,2024-01-08,2024-01-08,1243.47,3,414.49
SO-14993,4,370,2018-07-24,2018-08-03,2018-08-07,4006.14,1,4006.14
SO-14273,17,148,2019-11-19,2019-11-26,2019-12-02,5718.14,2,2859.07
SO-13718,30,28,2024-09-04,2024-09-17,2024-09-18,1200.24,3,400.08
SO-11731,60,124,2019-03-22,2019-04-03,2019-04-04,2120.8,4,530.2
SO-15001,54,293,2018-02-22,2018-02-23,2018-03-05,335.94,1,335.94
SO-15003,79,271,2021-01-22,2021-01-30,2021-02-03,91.9,2,45.95
SO-15006,98,166,2024-11-30,2024-12-07,2024-12-17,917.48,4,229.37
SO-15008,32,442,2024-09-03,2024-09-04,2024-09-06,670.94,2,335.47
SO-15009,52,167,2018-02-13,,2018-02-17,541.76,2,270.88
SO-15010,56,154,2023-01-31,2023-02-07,2023-02-08,223.56,3,74.52
SO-15013,42,163,2020-11-30,2020-12-11,2020-12-11,1589.49,3,529.83
SO-15014,93,362,2018-09-08,2018-09-20,2018-09-26,255.0,4,63.75
SO-15017,26,157,2020-08-04,2020-08-15,2020-08-24,663.8,4,165.95
SO-15020,76,443,2020-01-21,2020-02-03,2020-02-08,131.08,2,65.54
SO-15021,106,409,2023-09-24,2023-09-26,2023-09-29,38.72,2,19.36
SO-15024,27,26,2020-01-11,2020-01-15,2020-01-21,1412.88,3,470.96
SO-15026,3,325,2024-05-23,2024-06-01,2024-06-06,6076.84,2,3038.42
SO-14272,42,469,2018-10-25,2018-11-01,2018-11-01,1087.78,2,543.89
SO-15029,46,167,2023-12-29,2024-01-12,2024-01-19,64.86,1,64.86
SO-15030,35,78,2019-09-16,2019-09-27,2019-10-07,1624.23,3,541.41
SO-15031,48,417,2022-03-05,2022-03-19,2022-03-20,171.42,2,85.71
SO-15034,10,301,2019-01-09,2019-01-23,2019-01-26,10683.9,3,3561.3
SO-15036,79,493,2020-11-06,2020-11-19,2020-11-20,276.75,5,55.35
SO-15038,46,255,2019-05-12,2019-05-19,2019-05-25,105.38,2,52.69
SO-15040,32,9,2022-10-30,2022-11-01,2022-11-07,763.96,2,381.98
SO-12698,92,222,2020-08-30,,2020-09-07,24.58,1,24.58
SO-15044,20,29,2021-07-11,2021-07-21,2021-07-29,13646.68,4,3411.67
SO-15046,10,157,2020-02-17,2020-02-28,2020-03-02,10623.36,4,2655.84
SO-15047,14,23,2018-11-19,2018-11-24,2018-11-30,2617.55,1,2617.55
SO-15050,68,257,2024-04-01,2024-04-03,2024-04-11,217.45,5,43.49
SO-15051,50,481,2020-09-22,2020-10-01,2020-10-09,104.26,1,104.26
SO-15052,68,419,2021-12-17,2021-12-24,2022-01-02,55.86,1,55.86
SO-15054,98,286,2024-01-06,2024-01-19,,802.92,4,200.73
SO-15057,63,81,2018-01-08,2018-01-20,2018-01-30,196.05,5,39.21
SO-15060,25,235,2020-05-13,2020-05-19,2020-05-25,461.1,3,153.7
SO-15061,69,114,2018-07-23,2018-08-05,2018-08-11,509.05,5,101.81
SO-15064,48,53,2020-11-11,2020-11-17,2020-11-21,462.5,5,92.5
SO-15066,34,289,2018-05-25,2018-06-01,2018-06-07,1856.7,5,371.34
SO-15068,98,252,2019-02-18,2019-02-20,2019-02-26,577.5,3,192.5
SO-15070,27,156,2020-10-16,2020-10-29,2020-10-30,2308.15,5,461.63
SO-15071,3,369,2018-05-13,2018-05-16,2018-05-21,15751.05,5,3150.21
SO-15072,99,241,2023-05-08,2023-05-16,2023-05-19,143.78,1,143.78
SO-13051,76,401,2019-10-21,2019-11-04,2019-11-10,62.51,1,62.51
SO-15074,34,341,2018-08-24,,2018-09-01,1049.43,3,349.81
SO-15077,5,260,2018-05-30,2018-06-10,2018-06-19,19058.65,5,3811.73
SO-15080,59,122,2023-11-02,2023-11-11,2023-11-18,696.42,2,348.21
SO-15082,32,270,2020-06-19,2020-07-02,2020-07-12,290.12,1,290.12
SO-15085,40,317,2020-07-14,2020-07-15,2020-07-22,382.17,3,127.39
SO-15087,35,212,2022-05-07,2022-05-10,2022-05-18,2359.35,5,471.87
SO-15089,21,75,2021-10-11,2021-10-14,2021-10-21,1829.97,3,609.99
SO-15090,29,460,2021-03-21,2021-03-22,2021-03-27,1176.8,4,294.2
SO-15091,47,41,2022-02-20,2022-03-01,2022-03-10,187.81,1,187.81
SO-15094,2,173,2018-10-12,2018-10-19,2018-10-25,10526.8,4,2631.7
SO-15097,17,250,2023-11-30,2023-12-09,2023-12-13,9728.85,3,3242.95
SO-15098,54,43,2021-08-29,2021-09-01,2021-09-08,1383.0,4,345.75
SO-15100,39,156,2019-09-29,2019-09-30,2019-10-02,1150.52,2,575.26
SO-15103,108,202,2020-02-23,2020-03-06,2020-03-07,205.72,2,102.86
SO-13455,10,429,2019-03-27,2019-04-05,2019-04-05,6045.32,2,3022.66
SO-15105,78,391,2020-10-15,2020-10-26,2020-11-04,223.04,4,55.76
SO-15106,112,257,2024-05-14,2024-05-28,2024-05-29,94.74,1,94.74
